scenario_id,load_scale,contingency,fault_bus,clearing_time,v_min_system,v_mean_system,is_stable
429,1.2,Line_16_17,16,0.2,-8.858996309975412e-19,0.904689205301148,0
186,1.0,None,16,0.05,0.007947579279529904,1.044719417737996,1
148,0.9,Line_2_3,39,0.25,-0.20463300087444242,0.999623843569496,0
116,0.9,None,39,0.15,-0.6785328733104785,0.9898722937568281,0
232,1.0,Line_2_3,29,0.25,0.003149837304963879,1.036035917893863,1
407,1.2,Line_2_3,26,0.3,0.0044476480751204734,1.014296742445083,1
51,0.8,Line_2_3,29,0.2,0.003089393365012659,1.0522640376034533,1
412,1.2,Line_2_3,29,0.25,0.0032004482306855183,1.0163643977692995,1
295,1.1,None,39,0.1,-0.7121633555839348,0.974129809876372,0
338,1.1,Line_16_17,16,0.15,0.005389760326081889,0.9709270862073344,0
23,0.8,None,29,0.3,0.003098728814653419,1.0560588274439249,1
360,1.2,None,2,0.05,0.007488699452685077,1.0326492579666147,1
35,0.8,Line_2_3,2,0.3,0.005287025897965173,1.0516380594815022,1
98,0.9,None,16,0.15,0.007446728709668068,1.0480643535614846,1
316,1.1,Line_2_3,26,0.25,0.004655346524446077,1.0256447399289548,1
185,1.0,None,2,0.3,0.0070552947913384715,1.0408269620171724,1
321,1.1,Line_2_3,29,0.2,0.003176210288467667,1.0273916987301794,1
150,0.9,Line_16_17,2,0.05,0.006675190561323706,1.049181774613004,1
282,1.1,None,26,0.05,0.005081526045621439,1.0397997916576374,1
235,1.0,Line_2_3,39,0.1,-0.20459853354648996,0.9849010657416168,0
40,0.8,Line_2_3,16,0.25,0.006379525385511296,1.0445129097530976,1
193,1.0,None,26,0.1,0.0049670830120573115,1.0453307159782288,1
63,0.8,Line_16_17,2,0.2,0.006642123430473629,1.05312504172815,1
373,1.2,None,26,0.1,0.004989768642715454,1.0323196708738658,1
176,0.9,Line_16_17,39,0.15,-0.6837571976027872,0.9576842288804459,0
274,1.1,None,2,0.25,0.007255076216631271,1.0357644534165567,1
22,0.8,None,29,0.25,0.003098728814653419,1.0566984834699045,1
135,0.9,Line_2_3,26,0.2,0.004796652179397234,1.0434870155002296,1
431,1.2,Line_16_17,16,0.3,-7.480084930175953e-16,0.9081902092976359,0
309,1.1,Line_2_3,16,0.2,0.006780180640118911,1.0183379696356376,1
49,0.8,Line_2_3,29,0.1,0.003089393365012659,1.0528099025629507,1
183,1.0,None,2,0.2,0.007429098662683542,1.0430620509801287,1
194,1.0,None,26,0.15,0.004889528315880233,1.0449849041858292,1
440,1.2,Line_16_17,29,0.15,0.0030186484081884475,1.0284937934731313,1
174,0.9,Line_16_17,39,0.05,-0.20465319776727955,0.9997091776228417,0
172,0.9,Line_16_17,29,0.25,0.00291642745610942,1.0486446687234008,1
415,1.2,Line_2_3,39,0.1,-0.20451885380378407,0.8329387619071787,0
357,1.1,Line_16_17,39,0.2,-0.20456988876687793,0.9896919281006551,0
390,1.2,Line_2_3,2,0.05,0.005326125494707606,1.0188862359482878,1
79,0.8,Line_16_17,29,0.1,0.0028793984008541515,1.0555713430463012,1
110,0.9,None,29,0.15,0.0031333118747397474,1.0518715754906978,1
388,1.2,None,39,0.25,-0.2044852086176073,0.9933467743632735,0
414,1.2,Line_2_3,39,0.05,-0.20451885380378407,0.9592358268927972,0
434,1.2,Line_16_17,26,0.15,0.004094794933019962,1.0280147297154252,1
81,0.8,Line_16_17,29,0.2,0.0028793984008541515,1.0550309205883688,1
3,0.8,None,2,0.2,0.007370861702747682,1.054736975648672,1
142,0.9,Line_2_3,29,0.25,0.003120934504682935,1.0443920991628395,1
301,1.1,Line_2_3,2,0.1,0.005322715679574073,1.0283167801848931,1
229,1.0,Line_2_3,29,0.1,0.003149837304963879,1.0372063780036545,1
359,1.1,Line_16_17,39,0.3,-0.20456988876687793,0.9896672868913455,0
101,0.9,None,16,0.3,-1.1790251700988253e-12,0.8637665064180893,0
112,0.9,None,29,0.25,0.0031333118747397474,1.0510165097375466,1
214,1.0,Line_2_3,2,0.25,0.005296244405477292,1.0363873444345315,1
437,1.2,Line_16_17,26,0.3,0.0036903990130694336,1.025412228640827,1
332,1.1,Line_16_17,2,0.15,0.00674411198415814,1.0345875646521587,1
366,1.2,None,16,0.05,0.008066679712109674,1.0316379177957375,1
119,0.9,None,39,0.3,-0.2046176245850261,1.0090659451465962,0
287,1.1,None,26,0.3,0.004527362650119886,1.0357322411345709,1
13,0.8,None,26,0.1,0.00494382484318475,1.0567165712102846,1
308,1.1,Line_2_3,16,0.15,0.00711796856118083,1.022575256694719,1
258,1.0,Line_16_17,29,0.05,0.002951769090323881,1.0435880631157803,1
111,0.9,None,29,0.2,0.0031333118747397474,1.051326021810429,1
47,0.8,Line_2_3,26,0.3,0.004669793284600681,1.0497255642657255,1
16,0.8,None,26,0.25,0.00473673779195852,1.0552829891743514,1
15,0.8,None,26,0.2,0.004809703860247806,1.055643827045199,1
216,1.0,Line_2_3,16,0.05,0.007358233548195062,1.0358118617882508,1
302,1.1,Line_2_3,2,0.15,0.005322715679574073,1.0281615739540804,1
44,0.8,Line_2_3,26,0.15,0.00486651745710197,1.0518312102670502,1
279,1.1,None,16,0.2,0.007047042662150156,0.9294012660769536,0
71,0.8,Line_16_17,16,0.3,-1.9286640054914625e-13,0.9053081442895613,0
114,0.9,None,39,0.05,-0.2046176245850261,0.9980205624508716,0
346,1.1,Line_16_17,26,0.25,0.003889926730598608,1.0342294042692777,1
52,0.8,Line_2_3,29,0.25,0.003089393365012659,1.052025407845717,1
377,1.2,None,26,0.3,0.00448042547183278,1.028533965029207,1
446,1.2,Line_16_17,39,0.15,-0.20452333697070157,0.9749565165200053,0
125,0.9,Line_2_3,2,0.3,0.0051905968139137485,1.044034834591416,1
327,1.1,Line_2_3,39,0.2,-0.2045605599261699,0.9545403289800747,0
140,0.9,Line_2_3,29,0.15,0.003120934504682935,1.0452435348636124,1
379,1.2,None,29,0.1,0.0032249719849140753,1.033028777669907,1
12,0.8,None,26,0.05,0.005044557859608478,1.0574317312122938,1
57,0.8,Line_2_3,39,0.2,-0.29922309254815094,0.8818281521753881,0
